0 0 -9.3150999999999993
0 1 0.6897999999999999
0 2 -0.2032847993854037
0 3 -0.4062999999999999
0 4 -0.5082840208321852
0 5 -0.1894946496437249
0 6 0.5082840208321852
0 7 -0.1894946496437249
0 8 -0.2032847993854037
0 9 -0.9007818899896539
0 10 -0.4836799537080771
0 11 -0.4836799537080771
0 12 -1.9314456782406442
0 13 0.6017349640876252
1 0 0.6897999999999999
1 1 -8.8614999999999995
1 2 -0.3076369598770807
1 3 0.8598999999999994
1 4 -0.1016568041664370
1 5 -0.6918637014569977
1 6 0.1016568041664370
1 7 -0.6918637014569977
1 8 -0.3076369598770807
1 9 0.9007818899896539
1 10 -0.0967359907416154
1 11 -0.0967359907416154
1 12 1.1336192497488327
1 13 -1.3995613925794363
2 0 -0.2032847993854037
2 1 -0.3076369598770807
2 2 -1.6220971428571429
2 3 -0.1043521604916770
2 4 -0.3596601225771708
2 5 -0.1983771757258873
2 6 -0.0683045371787488
2 7 -0.2530987765796636
2 8 -0.5307171428571430
2 10 -0.1862984876531421
2 11 -0.1574585153924064
2 12 -0.2329363371027739
2 13 -0.2329363371027739
3 0 -0.4062999999999999
3 1 0.8598999999999994
3 2 -0.1043521604916770
3 3 -9.1449999999999996
3 4 0.4066272166657481
3 5 -0.5023690518132728
3 6 -0.4066272166657481
3 7 -0.5023690518132728
3 8 -0.1043521604916771
3 9 -0.9007818899896539
3 10 0.3869439629664617
3 11 0.3869439629664617
3 12 -0.7347060355029269
3 13 1.7984746068253421
4 0 -0.5082840208321852
4 1 -0.1016568041664370
4 2 -0.3596601225771708
4 3 0.4066272166657481
4 4 -7.2617999999999991
4 5 -0.1152431308963011
4 6 0.8123000000000000
4 7 0.2341885505523049
4 8 0.0683045371787488
4 10 -0.8065500000000002
4 11 -0.8065500000000002
4 12 -0.1586500000000000
4 13 -0.1586500000000000
5 0 -0.1894946496437249
5 1 -0.6918637014569977
5 2 -0.1983771757258873
5 3 -0.5023690518132728
5 4 -0.1152431308963011
5 5 -2.0940528571428572
5 6 -0.2341885505523049
5 7 -0.9803328571428571
5 8 -0.2530987765796636
5 10 0.0878299084728689
5 11 0.0525083003554572
5 12 0.0950958614091216
5 13 0.0950958614091216
6 0 0.5082840208321852
6 1 0.1016568041664370
6 2 -0.0683045371787488
6 3 -0.4066272166657481
6 4 0.8123000000000000
6 5 -0.2341885505523049
6 6 -7.2617999999999991
6 7 0.1152431308963011
6 8 0.3596601225771708
6 10 0.8065500000000002
6 11 0.8065500000000002
6 12 0.1586500000000000
6 13 0.1586500000000000
7 0 -0.1894946496437249
7 1 -0.6918637014569977
7 2 -0.2530987765796636
7 3 -0.5023690518132728
7 4 0.2341885505523049
7 5 -0.9803328571428571
7 6 0.1152431308963011
7 7 -2.0940528571428572
7 8 -0.1983771757258873
7 10 0.0525083003554572
7 11 0.0878299084728689
7 12 0.0950958614091216
7 13 0.0950958614091216
8 0 -0.2032847993854037
8 1 -0.3076369598770807
8 2 -0.5307171428571430
8 3 -0.1043521604916771
8 4 0.0683045371787488
8 5 -0.2530987765796636
8 6 0.3596601225771708
8 7 -0.1983771757258873
8 8 -1.6220971428571429
8 10 -0.1574585153924064
8 11 -0.1862984876531421
8 12 -0.2329363371027739
8 13 -0.2329363371027739
9 0 -0.9007818899896539
9 1 0.9007818899896539
9 3 -0.9007818899896539
9 9 -8.1070999999999991
9 12 -0.7177133829043456
9 13 0.7177133829043456
10 0 -0.4836799537080771
10 1 -0.0967359907416154
10 2 -0.1862984876531421
10 3 0.3869439629664617
10 4 -0.8065500000000002
10 5 0.0878299084728689
10 6 0.8065500000000002
10 7 0.0525083003554572
10 8 -0.1574585153924064
10 10 -0.9900000000000001
10 11 -0.4096000000000001
10 12 -0.1747000000000000
10 13 -0.1747000000000000
11 0 -0.4836799537080771
11 1 -0.0967359907416154
11 2 -0.1574585153924064
11 3 0.3869439629664617
11 4 -0.8065500000000002
11 5 0.0525083003554572
11 6 0.8065500000000002
11 7 0.0878299084728689
11 8 -0.1862984876531421
11 10 -0.4096000000000001
11 11 -0.9900000000000001
11 12 -0.1747000000000000
11 13 -0.1747000000000000
12 0 -1.9314456782406442
12 1 1.1336192497488327
12 2 -0.2329363371027739
12 3 -0.7347060355029269
12 4 -0.1586500000000000
12 5 0.0950958614091216
12 6 0.1586500000000000
12 7 0.0950958614091216
12 8 -0.2329363371027739
12 9 -0.7177133829043456
12 10 -0.1747000000000000
12 11 -0.1747000000000000
12 12 3.2251000000000003
12 13 0.9008999999999998
13 0 0.6017349640876252
13 1 -1.3995613925794363
13 2 -0.2329363371027739
13 3 1.7984746068253421
13 4 -0.1586500000000000
13 5 0.0950958614091216
13 6 0.1586500000000000
13 7 0.0950958614091216
13 8 -0.2329363371027739
13 9 0.7177133829043456
13 10 -0.1747000000000000
13 11 -0.1747000000000000
13 12 0.9008999999999998
13 13 3.2251000000000003
